episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
54,740.0,785,31454,0.1,0.06791727471982642,132.70937742599995,True,False
55,1600.0,752,32206,0.1,0.07125968459319879,136.14980374800007,True,False
56,700.0,630,32836,0.1,0.0720127875403843,138.61321752100002,True,False
57,1060.0,783,33619,0.1,0.06984154405788734,141.54450247299997,True,False
58,630.0,657,34276,0.1,0.07367274611059463,144.06373132199997,True,False
59,710.0,588,34864,0.1,0.06617941640216071,146.81026158999998,True,False
60,1570.0,975,35839,0.1,0.06813382621042031,150.9662708840001,True,False
61,880.0,749,36588,0.1,0.0716606902993938,153.73978415200008,True,False
62,440.0,444,37032,0.1,0.07496671174728387,155.45442680500014,True,False
63,420.0,426,37458,0.1,0.08034923725392458,157.11129226399999,True,False
64,510.0,451,37909,0.1,0.07510714213141298,159.040071829,True,False
65,700.0,545,38454,0.1,0.0827404463540434,161.89045370999997,True,False
66,640.0,602,39056,0.1,0.07210667813751871,164.22966562300007,True,False
67,1910.0,646,39702,0.1,0.08686102218694569,166.63487375900013,True,False
68,730.0,836,40538,0.1,0.07704104971960543,169.74448480900014,True,False
69,370.0,447,40985,0.1,0.08150346369283008,171.542912506,True,False
70,1050.0,891,41876,0.1,0.08741060519098166,175.90957778400002,True,False
71,1000.0,523,42399,0.1,0.07716448475391818,178.0572287560001,True,False
72,930.0,643,43042,0.1,0.08407200979334968,180.72592197199992,True,False
73,280.0,386,43428,0.1,0.07656115141802843,182.39650051700005,True,False
74,540.0,453,43881,0.1,0.0964000844190606,184.36059793200002,True,False
75,640.0,594,44475,0.1,0.0937408150639385,187.26131441100006,True,False
76,510.0,507,44982,0.1,0.08923880640036008,192.7828802900001,True,False
77,380.0,465,45447,0.1,0.08317362200789924,194.7810038140001,True,False
78,580.0,449,45896,0.1,0.10054310109565216,196.72543112900007,True,False
79,510.0,497,46393,0.1,0.0835783707368518,198.8055956170001,True,False
80,390.0,358,46751,0.1,0.09038857586179556,200.55600931999993,True,False
81,1090.0,632,47383,0.1,0.08743862125763222,204.05867436500012,True,False
82,1000.0,699,48082,0.1,0.09917290256491729,206.75638299899992,True,False
83,410.0,402,48484,0.1,0.0849351354017116,208.41128300900004,True,False
84,430.0,577,49061,0.1,0.08783410305881666,210.6873798460001,True,False
85,590.0,610,49671,0.1,0.10804072577555321,213.02759842299997,True,False
86,680.0,683,50354,0.1,0.08296962658063187,216.36352478499998,True,False
87,230.0,430,50784,0.1,0.0869550606649783,218.45830386500006,True,False
88,710.0,541,51325,0.1,0.09892506171707753,220.5968708590001,True,False
89,530.0,495,51820,0.1,0.09039893729101506,222.55415464800012,True,False
90,920.0,599,52419,0.1,0.08108158613361369,224.9185162880001,True,False
91,520.0,432,52851,0.1,0.09461642814696664,226.65994600199997,True,False
92,320.0,455,53306,0.1,0.09039763008293353,228.941876244,True,False
93,1080.0,580,53886,0.1,0.09138453613067496,231.79666988400004,True,False
94,300.0,417,54303,0.1,0.10224163485690951,233.47552773200005,True,False
95,620.0,530,54833,0.1,0.09889547532438335,235.58684781400007,True,False
96,1260.0,709,55542,0.1,0.10069883508491988,238.34065062100012,True,False
97,570.0,661,56203,0.1,0.09661122208291834,240.9406796180001,True,False
98,850.0,812,57015,0.1,0.10200810977005459,245.04317405999996,True,False
99,520.0,545,57560,0.1,0.08741357337928167,247.18016141099997,True,False
100,930.0,723,58283,0.1,0.08647956076698998,249.98858999100003,True,False
101,1160.0,651,58934,0.1,0.0990060934785502,255.1326102370001,True,False
102,1070.0,755,59689,0.1,0.10579600602033593,259.00384112999996,True,False
103,530.0,524,60213,0.1,0.10678179529388897,261.068192446,True,False
104,570.0,664,60877,0.1,0.0965975484058979,263.6492434700001,True,False
105,960.0,714,61591,0.1,0.08941022359002172,266.50901113500004,True,False
106,390.0,413,62004,0.1,0.10559604104715757,268.29026301399995,True,False
107,450.0,501,62505,0.1,0.10103314460813999,271.100074664,True,False
108,1510.0,698,63203,0.1,0.11316342650238297,274.323861027,True,False
109,290.0,371,63574,0.1,0.11694226405953848,275.8927150280001,True,False
110,2270.0,904,64478,0.1,0.09291229783598565,279.5010856890001,True,False
111,1180.0,829,65307,0.1,0.10334128048720854,283.0056976640001,True,False
112,900.0,768,66075,0.1,0.1106924042396713,286.963812769,True,False
113,810.0,675,66750,0.1,0.10744207727133169,289.70135498900004,True,False
114,660.0,575,67325,0.1,0.10502607165189046,292.0487492720001,True,False
115,470.0,512,67837,0.1,0.11063876524713123,294.13651760300013,True,False
116,300.0,347,68184,0.1,0.08918985154950755,295.629214071,True,False
117,1050.0,639,68823,0.1,0.09806593127970425,299.12490140599994,True,False
118,610.0,499,69322,0.1,0.11170177349448204,301.3837284230001,True,False
119,390.0,493,69815,0.1,0.10038182499810933,303.40839863600013,True,False
120,600.0,636,70451,0.1,0.11598274529964295,305.9732482930001,True,False
121,510.0,524,70975,0.1,0.10799389753405375,308.120241504,True,False
122,460.0,409,71384,0.1,0.11312441618263143,309.9294011910001,True,False
123,870.0,840,72224,0.1,0.10197705459736642,314.236254854,True,False
124,1750.0,780,73004,0.1,0.09529688879847527,317.35722408800007,True,False
125,550.0,659,73663,0.1,0.09824517989394868,320.071716037,True,False
126,470.0,477,74140,0.1,0.10065679449277619,324.394417189,True,False
127,750.0,557,74697,0.1,0.10543416709163421,327.39818154599993,True,False
128,370.0,495,75192,0.1,0.08932979660288941,329.4412059870001,True,False
129,1110.0,806,75998,0.1,0.10674425347045582,332.7275964800001,True,False
130,750.0,677,76675,0.1,0.09182657434786917,335.40480804599997,True,False
131,370.0,416,77091,0.1,0.10579723422415555,337.09125120299996,True,False
132,670.0,500,77591,0.1,0.0994697243347764,340.0065859000001,True,False
133,740.0,714,78305,0.1,0.0949581527052312,343.1150765750001,True,False
134,640.0,749,79054,0.1,0.11173960906179513,346.09078156500004,True,False
135,480.0,539,79593,0.1,0.10160923340806255,348.2248581250001,True,False
136,2210.0,1014,80607,0.1,0.09754506059786076,352.6393767700001,True,False
137,460.0,376,80983,0.1,0.08763554613006876,354.752750396,True,False
138,960.0,804,81787,0.1,0.09435309755120111,357.845616094,True,False
139,210.0,342,82129,0.1,0.1022225784592677,359.20222852300003,True,False
140,380.0,434,82563,0.1,0.09705940440849022,360.98950744900003,True,False
141,920.0,683,83246,0.1,0.10100641080902682,363.6224601600002,True,False
142,740.0,836,84082,0.1,0.10146367464339334,367.78400405699995,True,False
143,1230.0,1022,85104,0.1,0.1033180615886522,371.91189207900015,True,False
144,720.0,627,85731,0.1,0.10599924776201639,374.3676458660002,True,False
145,570.0,478,86209,0.1,0.0918993951830392,376.3092760220002,True,False
146,320.0,393,86602,0.1,0.11453388899336664,377.9148737790001,True,False
147,430.0,459,87061,0.1,0.09817226624683194,380.4821881570001,True,False
148,580.0,601,87662,0.1,0.10760364836702745,383.2497842150001,True,False
149,990.0,715,88377,0.1,0.09726018370155183,386.0282735820001,True,False
150,450.0,515,88892,0.1,0.10332041891479446,388.116188902,True,False
151,510.0,506,89398,0.1,0.10043595780041956,392.9014488480002,True,False
152,990.0,651,90049,0.1,0.10089903889349633,396.251543289,True,False
153,720.0,643,90692,0.1,0.11150149380360146,398.80635686799997,True,False
154,410.0,402,91094,0.1,0.11374342225492001,400.4998423430002,True,False
155,1300.0,856,91950,0.1,0.0972269907611135,403.8091158880002,True,False
156,1070.0,672,92622,0.1,0.10788593730623168,406.7279669740001,True,False
157,2180.0,807,93429,0.1,0.1109023687319074,410.6201059750001,True,False
158,620.0,670,94099,0.1,0.09526244219124852,413.31287934400007,True,False
159,1340.0,695,94794,0.1,0.10870857074878168,416.1692327149999,True,False
160,730.0,683,95477,0.1,0.11153346910114177,418.88637688200015,True,False
161,630.0,635,96112,0.1,0.10950623449148997,422.3400726660002,True,False
162,420.0,423,96535,0.1,0.13077303859449568,424.3507484490001,True,False
163,470.0,503,97038,0.1,0.10510879568755627,426.41966533699997,True,False
164,2380.0,719,97757,0.1,0.11726006225993237,429.18935277799983,True,False
165,680.0,560,98317,0.1,0.08592389111540147,431.40402256900006,True,False
166,600.0,550,98867,0.1,0.09693495760651401,433.89603235000004,True,False
167,570.0,646,99513,0.1,0.10675242363854691,437.24909051700024,True,False
168,300.0,443,99956,0.1,0.10254697359024405,439.0547836300002,True,False
169,1370.0,1025,100981,0.1,0.109288057199592,442.9584078789999,True,False
170,750.0,657,101638,0.1,0.11148276901236032,445.59115605499983,True,False
171,290.0,321,101959,0.1,0.10171578233130277,447.1057559179999,True,False
172,370.0,377,102336,0.1,0.08448570055985137,449.35117535300014,True,False
173,1320.0,681,103017,0.1,0.1070056444253115,452.4262658140001,True,False
174,660.0,551,103568,0.1,0.1122587353018099,454.668339069,True,False
175,410.0,419,103987,0.1,0.13349117985210165,456.35177985500013,True,False
176,1240.0,878,104865,0.1,0.1124694300815463,462.0561695470001,True,False
177,610.0,531,105396,0.1,0.10697294037817116,464.92477149700017,True,False
178,590.0,526,105922,0.1,0.09854549557709967,467.064883044,True,False
179,780.0,635,106557,0.1,0.12113783093837072,469.6521217049999,True,False
180,1440.0,766,107323,0.1,0.10473870194434183,472.6776517190001,True,False
181,840.0,596,107919,0.1,0.11565147186535717,475.43403307200015,True,False
182,640.0,482,108401,0.1,0.11174738434843781,477.98515186199984,True,False
183,220.0,419,108820,0.1,0.14148761791487535,479.65949268099985,True,False
184,500.0,530,109350,0.1,0.12895497995795627,481.791998272,True,False
185,780.0,642,109992,0.1,0.12068131120054063,484.3672446380001,True,False
186,760.0,668,110660,0.1,0.11058734378548796,486.9868392829999,True,False
187,1260.0,721,111381,0.1,0.10854592377630373,490.5641075419999,True,False
188,2750.0,898,112279,0.1,0.11890288505570165,494.4181555989999,True,False
189,690.0,561,112840,0.1,0.1156953447597458,496.774375038,True,False
190,750.0,573,113413,0.1,0.10902442490043757,499.2156101229998,True,False
191,490.0,438,113851,0.1,0.11367940289233255,501.041536574,True,False
192,1340.0,759,114610,0.1,0.11920125279575586,505.09069364000015,True,False
193,870.0,562,115172,0.1,0.10897002774720074,507.42949884300015,True,False
194,570.0,660,115832,0.1,0.12072069197893143,510.00662753000006,True,False
195,550.0,473,116305,0.1,0.11443176109470048,511.965140196,True,False
196,1470.0,721,117026,0.1,0.11272696184201372,514.8532645340001,True,False
197,510.0,426,117452,0.1,0.11451630358732193,517.219283464,True,False
198,620.0,684,118136,0.1,0.1184563289957437,520.3981139120001,True,False
199,670.0,855,118991,0.1,0.13054049239786858,523.7766742130002,True,False
200,610.0,544,119535,0.1,0.1250888741136912,526.0367334920002,True,False
201,690.0,707,120242,0.1,0.109541422740088,532.2294470820002,True,False
202,680.0,598,120840,0.1,0.11201328564435244,534.936019318,True,False
203,480.0,462,121302,0.1,0.09996650879797728,536.949833398,True,False
204,360.0,409,121711,0.1,0.12336747441440821,538.696740121,True,False
205,610.0,540,122251,0.1,0.1169363518624946,541.017688549,True,False
206,390.0,442,122693,0.1,0.11605566077202827,543.116768203,True,False
207,290.0,354,123047,0.1,0.13514165607789022,545.2718995780001,True,False
208,580.0,669,123716,0.1,0.1074593591703368,548.3283884000002,True,False
209,670.0,607,124323,0.1,0.11485766468952034,550.7994445909999,True,False
210,860.0,901,125224,0.1,0.12576934502385886,554.4100861319998,True,False
211,910.0,560,125784,0.1,0.14336555848962496,556.9219836950001,True,False
212,500.0,423,126207,0.1,0.11028525243912424,559.4581892720003,True,False
213,450.0,396,126603,0.1,0.10316634315508183,561.4665747980002,True,False
214,420.0,536,127139,0.1,0.10454601143945509,563.6670671329998,True,False
215,670.0,579,127718,0.1,0.1296827615848903,566.009624329,True,False
216,340.0,424,128142,0.1,0.12022538047354177,567.7525963409998,True,False
217,820.0,651,128793,0.1,0.12632971223832273,570.5096219850002,True,False
218,1780.0,934,129727,0.1,0.11787985095778249,575.180684294,True,False
219,600.0,560,130287,0.1,0.1256993985867926,577.3958464359998,True,False
220,750.0,717,131004,0.1,0.12710851470215453,580.2482290870003,True,False
221,460.0,466,131470,0.1,0.15381773423146586,582.0833753810002,True,False
222,470.0,439,131909,0.1,0.13729828152466905,583.9119501949999,True,False
223,680.0,678,132587,0.1,0.11821397622088356,587.6137045790001,True,False
224,670.0,598,133185,0.1,0.12674677673727275,590.0305230200001,True,False
225,360.0,466,133651,0.1,0.11851461602631828,591.9326481570001,True,False
226,370.0,433,134084,0.1,0.14744285836713303,595.6943221639999,True,False
227,350.0,390,134474,0.1,0.13313519167377777,597.3648026760002,True,False
228,930.0,713,135187,0.1,0.1225675947315405,601.3682018129998,True,False
229,950.0,514,135701,0.1,0.12508512672412303,603.71086582,True,False
230,750.0,536,136237,0.1,0.15054486249921037,606.0325213320002,True,False
231,510.0,487,136724,0.1,0.15219242018876505,608.1901986930002,True,False
232,600.0,543,137267,0.1,0.12071124269730515,610.5291214580002,True,False
233,590.0,557,137824,0.1,0.1229920104545142,613.582205019,True,False
234,480.0,458,138282,0.1,0.12300558541819714,616.1157357050001,True,False
235,1100.0,749,139031,0.1,0.12777135501252138,619.3079829470003,True,False
236,510.0,493,139524,0.1,0.11285954530561162,621.3586716780001,True,False
237,420.0,407,139931,0.1,0.11998301657783512,623.060948929,True,False
238,750.0,707,140638,0.1,0.13476414095589334,626.3573696889998,True,False
239,1050.0,1057,141695,0.1,0.12214967727689355,631.447697351,True,False
240,1030.0,929,142624,0.1,0.10872126561729438,635.3056179609998,True,False
241,570.0,460,143084,0.1,0.11841011075707882,637.2919521469998,True,False
242,440.0,392,143476,0.1,0.10235603258241804,639.0611696249998,True,False
243,340.0,452,143928,0.1,0.1176909039670651,641.6511825279999,True,False
244,830.0,702,144630,0.1,0.1346084801107645,645.0447988390001,True,False
245,950.0,733,145363,0.1,0.13209337900428336,648.203188771,True,False
246,620.0,499,145862,0.1,0.13279569405317307,650.4037390469998,True,False
247,620.0,553,146415,0.1,0.1272495709143687,652.7998225669999,True,False
248,720.0,666,147081,0.1,0.13079012248910474,656.5008070509998,True,False
249,400.0,458,147539,0.1,0.1385745180509331,658.502514322,True,False
250,1020.0,821,148360,0.1,0.1200184767288201,661.9136436899998,True,False
251,970.0,702,149062,0.1,0.13469794359590326,667.0600687310002,True,False
252,520.0,532,149594,0.1,0.1441967186791108,670.1526428329998,True,False
253,630.0,677,150271,0.1,0.15099599748056317,672.9048190399999,True,False
254,1590.0,1150,151421,0.1,0.13216463323786026,677.5989335889999,True,False
255,1910.0,1036,152457,0.1,0.14697249797550407,682.333200132,True,False
256,580.0,469,152926,0.1,0.1129730446343748,684.8288294399999,True,False
257,910.0,701,153627,0.1,0.1265241224212306,687.7706562940002,True,False
258,420.0,461,154088,0.1,0.12721679351645812,689.7559999509999,True,False
259,370.0,530,154618,0.1,0.1146338529122824,691.9841875120001,True,False
260,710.0,595,155213,0.1,0.1474374532199546,694.7647369780002,True,False
261,660.0,594,155807,0.1,0.12320482543342419,698.0732485389999,True,False
262,560.0,501,156308,0.1,0.1278147768258812,700.1602869530002,True,False
263,1300.0,666,156974,0.1,0.12029195286288678,702.8430962900002,True,False
264,860.0,560,157534,0.1,0.164035715708243,705.2599622970001,True,False
265,290.0,393,157927,0.1,0.13492121165428234,706.9116700170002,True,False
266,450.0,376,158303,0.1,0.13366475043461679,708.8351777779999,True,False
267,350.0,394,158697,0.1,0.12873607734688605,711.3022229460003,True,False
268,680.0,608,159305,0.1,0.13425721791817954,713.797827804,True,False
269,320.0,439,159744,0.1,0.116864512369714,715.6359539220002,True,False
270,620.0,586,160330,0.1,0.15106343309560868,718.0369001049999,True,False
271,2670.0,983,161313,0.1,0.13211151256369866,722.3490265129999,True,False
272,850.0,582,161895,0.1,0.13404734507203103,725.6697964499999,True,False
273,320.0,387,162282,0.1,0.12905544144360676,727.2835286089999,True,False
274,930.0,658,162940,0.1,0.12471960468612837,729.9235994619999,True,False
275,500.0,481,163421,0.1,0.14471702167453865,731.9171283619999,True,False
276,800.0,506,163927,0.1,0.11107484743531261,736.3398922719998,True,False
277,890.0,618,164545,0.1,0.11952775270948487,739.629252537,True,False
278,310.0,390,164935,0.1,0.11664323207259793,741.2958957189999,True,False
279,1160.0,781,165716,0.1,0.12875393389401082,744.5148133850003,True,False
280,320.0,425,166141,0.1,0.12473290775603843,746.3945539480001,True,False
281,610.0,742,166883,0.1,0.13891566270912015,749.6042131260001,True,False
282,320.0,505,167388,0.1,0.11326011571681172,752.4372448409999,True,False
283,810.0,692,168080,0.1,0.13101451668479194,755.371538718,True,False
284,1370.0,623,168703,0.1,0.13068966238248733,757.913821871,True,False
285,390.0,427,169130,0.1,0.12700409821678546,759.6719240689999,True,False
286,390.0,414,169544,0.1,0.12979095371869895,761.4075503879999,True,False
287,580.0,534,170078,0.1,0.11930617255935992,763.9893672940002,True,False
288,1030.0,880,170958,0.1,0.11016652021895755,768.2475137800002,True,False
289,400.0,430,171388,0.1,0.1487307851202786,770.0907556100001,True,False
290,320.0,475,171863,0.1,0.14237089078652404,771.986326195,True,False
291,390.0,423,172286,0.1,0.1554047458295552,773.8040071949999,True,False
292,730.0,785,173071,0.1,0.11824857970053444,777.2146286100001,True,False
293,450.0,553,173624,0.1,0.13690807681075104,780.3818448259999,True,False
294,470.0,425,174049,0.1,0.11589354363639119,782.201727394,True,False
295,860.0,566,174615,0.1,0.11520690112936159,784.5384827620001,True,False
296,1470.0,950,175565,0.1,0.1335484231861324,788.3095654459999,True,False
297,550.0,581,176146,0.1,0.12226383350789546,790.8002736429999,True,False
298,460.0,476,176622,0.1,0.12470543165417279,793.5837681180001,True,False
299,350.0,529,177151,0.1,0.13179553319897616,795.878642057,True,False
300,480.0,473,177624,0.1,0.11691890235896371,797.8262788679999,True,False
301,3840.0,617,178241,0.1,0.1396841485198442,802.983184527,True,False
302,1370.0,968,179209,0.1,0.12923283851897913,807.7724428390002,True,False
303,850.0,598,179807,0.1,0.1419943329821897,810.252910918,True,False
304,520.0,528,180335,0.1,0.1532637428943858,812.480860016,True,False
305,510.0,502,180837,0.1,0.146042278790403,814.5558419700001,True,False
306,820.0,575,181412,0.1,0.14004874120776853,816.9062486000003,True,False
307,1760.0,882,182294,0.1,0.14135014814409344,821.3579640600001,True,False
308,750.0,616,182910,0.1,0.13689305023108791,823.8799408979999,True,False
309,1070.0,705,183615,0.1,0.12308710154188289,826.774866583,True,False
310,440.0,420,184035,0.1,0.13123467518460183,828.5932830470001,True,False
311,1310.0,821,184856,0.1,0.11495294100017224,831.9492761629999,True,False
312,480.0,463,185319,0.1,0.12386244141861148,834.5614063480002,True,False
313,430.0,441,185760,0.1,0.12537285277770982,836.6182477480002,True,False
314,670.0,774,186534,0.1,0.13031084501604343,839.7887488450001,True,False
315,1530.0,910,187444,0.1,0.1400969775900114,843.3002947529999,True,False
316,500.0,504,187948,0.1,0.13869047454661793,845.4831109729998,True,False
317,1010.0,838,188786,0.1,0.11530512726406732,849.7564109630002,True,False
318,640.0,600,189386,0.1,0.13797623357425134,852.2056034289999,True,False
319,620.0,651,190037,0.1,0.1313873174617444,854.7607701759998,True,False
320,1500.0,724,190761,0.1,0.14782089377799745,857.5132591689999,True,False
321,970.0,967,191728,0.1,0.14699590555584627,862.2507370080002,True,False
322,740.0,617,192345,0.1,0.14291478573743785,864.8786946499999,True,False
323,370.0,441,192786,0.1,0.14695075594566084,866.7115379090001,True,False
324,1720.0,875,193661,0.1,0.16087795913933892,870.1814318880001,True,False
325,2120.0,662,194323,0.1,0.1482243884016167,872.922660749,True,False
326,330.0,341,194664,0.1,0.1355578992732389,877.879459233,True,False
327,840.0,553,195217,0.1,0.11804260455233895,880.1182127880002,True,False
328,460.0,483,195700,0.1,0.13437614826993508,882.1252646880002,True,False
329,640.0,641,196341,0.1,0.14491946222260593,884.6622626950002,True,False
330,890.0,788,197129,0.1,0.12230550831533628,888.5001777890002,True,False
331,530.0,516,197645,0.1,0.12130702689809855,891.2688647710002,True,False
332,530.0,593,198238,0.1,0.11463017570408615,893.6492082509999,True,False
333,530.0,636,198874,0.1,0.1285670761417293,896.1660609830001,True,False
334,1600.0,850,199724,0.1,0.11309401260715135,899.5596765770001,True,False
335,950.0,767,200491,0.1,0.12830245071602742,903.318130657,True,False
336,900.0,606,201097,0.1,0.1348894488581113,906.1534414080002,True,False
337,550.0,514,201611,0.1,0.10910622074152343,908.2741986350002,True,False
338,380.0,383,201994,0.1,0.13403434015344828,909.8829971640002,True,False
339,870.0,610,202604,0.1,0.1379921430466222,912.3412757000001,True,False
340,1200.0,813,203417,0.1,0.11963193414943853,916.1111165289999,True,False
341,500.0,421,203838,0.1,0.11588058531993911,918.4503716220001,True,False
342,390.0,458,204296,0.1,0.11856651273758514,920.364748646,True,False
343,440.0,485,204781,0.1,0.13325427082359545,922.3424716300001,True,False
344,730.0,675,205456,0.1,0.121952985170898,925.0761979950003,True,False
345,830.0,682,206138,0.1,0.13347532294471473,927.8433186299999,True,False
346,1390.0,854,206992,0.1,0.1373254442761574,932.2598802030002,True,False
347,710.0,672,207664,0.1,0.1178064332288202,934.9638604500001,True,False
348,1590.0,1218,208882,0.1,0.13587669642200986,939.777125051,True,False
349,690.0,605,209487,0.1,0.11922863973859722,942.4275398129998,True,False
350,870.0,607,210094,0.1,0.11309247755592591,945.784354163,True,False
351,340.0,397,210491,0.1,0.12887192551385274,949.5729028250003,True,False
352,510.0,421,210912,0.1,0.1388512377644766,951.3340050900001,True,False
353,700.0,593,211505,0.1,0.10325395373149297,953.7864414169999,True,False
354,520.0,474,211979,0.1,0.12357811454557262,955.897820182,True,False
355,410.0,500,212479,0.1,0.13089465694129468,958.8563587080002,True,False
356,440.0,494,212973,0.1,0.1350532737860997,961.0729046390002,True,False
357,740.0,647,213620,0.1,0.12898900505891184,963.6619138030001,True,False
358,960.0,866,214486,0.1,0.12839292195039215,967.1755288479999,True,False
359,530.0,549,215035,0.1,0.11676072465242261,969.4594019810002,True,False
360,590.0,452,215487,0.1,0.11271396765600791,972.056945025,True,False
361,1860.0,794,216281,0.1,0.11020682056682493,975.536575738,True,False
362,500.0,532,216813,0.1,0.12454295574330297,977.7120260679999,True,False
363,600.0,594,217407,0.1,0.12737685440712282,980.1560289439999,True,False
364,770.0,553,217960,0.1,0.11779944933682894,982.4436748990001,True,False
365,560.0,633,218593,0.1,0.12158995069846322,985.7328193590001,True,False
366,1430.0,730,219323,0.1,0.11797601804341916,989.0096372190001,True,False
367,430.0,417,219740,0.1,0.1097996069916657,990.7983219990001,True,False
368,510.0,509,220249,0.1,0.11386305280029774,992.8978816560002,True,False
369,440.0,490,220739,0.1,0.11487945418835419,994.9273617520003,True,False
370,610.0,606,221345,0.1,0.12078011001607306,997.716201882,True,False
371,830.0,818,222163,0.1,0.1261016602956635,1001.7938540549999,True,False
372,1050.0,686,222849,0.1,0.11026227832663545,1004.5521766339998,True,False
373,370.0,486,223335,0.1,0.13494896231419293,1006.5844702750001,True,False
374,930.0,647,223982,0.1,0.1099057549978664,1009.2900721999999,True,False
375,900.0,566,224548,0.1,0.10428171839669977,1012.1353850629998,True,False
376,400.0,477,225025,0.1,0.11941997855588668,1017.0462149129999,True,False
377,1210.0,933,225958,0.1,0.12548658868913487,1020.7729449799999,True,False
378,1110.0,812,226770,0.1,0.14216471487298388,1024.0507668740001,True,False
379,440.0,466,227236,0.1,0.13974918199018535,1026.8355392839999,True,False
380,750.0,687,227923,0.1,0.11208935004620872,1030.1361764869998,True,False
381,570.0,596,228519,0.1,0.12580739175463282,1032.5718210650002,True,False
382,1540.0,836,229355,0.1,0.11980424672543433,1035.945127121,True,False
383,570.0,570,229925,0.1,0.11824382048334692,1038.4189470300003,True,False
384,710.0,803,230728,0.1,0.13404464555802334,1042.678793381,True,False
385,300.0,351,231079,0.1,0.12445433973067108,1044.185786301,True,False
386,610.0,606,231685,0.1,0.14745775816079817,1046.6281794010001,True,False
387,470.0,438,232123,0.1,0.12637737899198445,1048.434364266,True,False
